File,Length (s),Padding_Time
20221O78_20220421_040000_123381760.wav,3.584036,2.415964
20221O78_20220421_040000_123955200.wav,2.346667,0.6533329999999999
20221O78_20220421_040000_124465152.wav,3.669342,2.330658
20221O78_20220421_040000_125005824.wav,3.029342,2.970658
20221O78_20220421_040000_125687808.wav,4.053333,1.946667
20221O78_20220421_040000_126339072.wav,1.493333,1.506667
20221O78_20220421_040000_126701568.wav,3.285351,2.714649
20221O78_20220421_040000_127315968.wav,2.944036,0.0559639999999999
20221O78_20220421_040000_127621120.wav,3.328027,2.671973
20221O78_20220421_040000_127959040.wav,2.773333,0.2266669999999999
20221O78_20220421_040000_128217088.wav,3.413333,2.586667
20221O78_20220421_040000_133576960.wav,2.88,0.1200000000000001
20221O78_20220421_040000_134036480.wav,2.106667,0.8933330000000002
20221O78_20220421_040000_138268800.wav,1.373333,1.626667
20221O78_20220421_040000_138709120.wav,2.0,1.0
20221O78_20220421_040000_139390720.wav,3.133333,2.866667
20221O78_20220421_040000_139702272.wav,3.669342,2.330658
20221O78_20220421_040000_140003328.wav,3.114694,2.885306
20221O78_20220421_040000_140273664.wav,4.053333,1.946667
20221O78_20220421_040000_140793856.wav,3.925351,2.074649
20221O78_20220421_040000_141090816.wav,3.114694,2.885306
20221O78_20220421_040000_141383680.wav,3.242676,2.757324
20221O78_20220421_040000_141770752.wav,2.602676,0.3973239999999998
20221O78_20220421_040000_142077952.wav,3.669342,2.330658
20221O78_20220421_040000_142415872.wav,3.15737,2.84263
20221O78_20220421_040000_142757888.wav,2.389342,0.6106579999999999
20221O78_20220421_040000_143366144.wav,3.328027,2.671973
20221O78_20220421_040000_143751168.wav,2.986667,0.0133329999999998
20221O78_20220421_040000_144455680.wav,3.328027,2.671973
20221O78_20220421_040000_144844800.wav,3.2,2.8
20221O78_20220421_040000_145164288.wav,3.413333,2.586667
20221O78_20220421_040000_145643520.wav,3.328027,2.671973
20221O78_20220421_040000_146112512.wav,3.712018,2.287982
20221O78_20220421_040000_154512000.wav,2.424036,0.5759639999999999
20221O78_20220421_040000_154895616.wav,2.112018,0.887982
20221O78_20220421_040000_160410240.wav,2.88,0.1200000000000001
20221O78_20220421_040000_161083008.wav,2.544036,0.4559639999999998
20221O78_20220421_040000_80646720.wav,1.393333,1.606667
20221O78_20220421_040000_81274240.wav,2.16,0.8399999999999999
20221O78_20220421_040000_81631360.wav,2.4,0.6000000000000001
20221O78_20220421_040000_82566400.wav,2.133333,0.8666670000000001
20221O78_20220421_040000_82951040.wav,1.706667,1.293333
20221O78_20220421_040000_83265280.wav,1.92,1.08
20221O78_20220421_040000_83586816.wav,2.208027,0.791973
